,mail,clean_mail,num_characters,num_words,num_sentences,ham_or_spam
3142,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),boy love u grl hogolo boy gold chain kodstini grl agalla boy necklac madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano,156,40,2,0
3143,"Haha I heard that, text me when you're around",haha heard text re around,45,11,1,0
3144,I.ll get there tomorrow and send it to you,ill get tomorrow send,42,9,1,0
3145,\SHIT BABE.. THASA BIT MESSED UP.YEH,shit babe thasa bit mess upyeh,36,7,1,0
3146,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,oh that late well good night give u call tomorrow iam go go sleep night night,113,27,3,0
3147,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",cheer u tex mecaus u werebor yeah okden hunni r uin wk sat soundåõ likeyour havin gr8fun j keep updat countinlot lovem xxxxx,141,29,3,0
3148,"Sorry,  in meeting I'll call you later",sorri meet ll call later,38,9,1,0
3149,Yo! Howz u? girls never rang after india. L,yo howz u girl never rang india l,43,12,4,0
3150,Yeah but which is worse for i,yeah wors,29,7,1,0
3152,I tagged MY friends that you seemed to count as YOUR friends.,tag friend seem count friend,61,13,1,0
3155,Long time. You remember me today.,long time rememb today,33,8,2,0
3156,Havent shopping now lor i juz arrive only,havent shop lor juz arriv,41,8,1,0
3157,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,thank u better work caus feel use otherwis,60,13,2,0
3158,Are you up for the challenge? I know i am :),challeng know,44,13,2,0
3159,How much did ur hdd casing cost.,much ur hdd case cost,32,8,1,0
3160,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,mysteri solv open email s sent anoth batch nt sweeti,87,20,3,0
3161,I can't describe how lucky you are that I'm actually awake by noon,ca nt describ lucki m actual awak noon,66,15,1,0
3162,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,2nd time tri contact u u prize claim call 09053750005 b4 310303 csstop sm 08718725756 140ppm,152,32,3,1
3164,Cheers for the card ... Is it that time of year already?,cheer card time year alreadi,56,13,1,0
3167,Ugh hopefully the asus ppl dont randomly do a reformat.,ugh hope asu ppl dont randomli reformat,55,11,1,0
3168,"Haven't seen my facebook, huh? Lol!",nt seen facebook huh lol,35,10,2,0
3169,"Mah b, I'll pick it up tomorrow",mah b ll pick tomorrow,31,9,1,0
3170,Still otside le..u come 2morrow maga..,still otsid le u come 2morrow maga,38,9,1,0
3171,Do u still have plumbers tape and a wrench we could borrow?,u still plumber tape wrench could borrow,59,13,1,0
3172,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",dear voucher holder claim week offer pc pleas go http wwwetlpcoukreward ts cs appli,114,25,2,1
3173,It vl bcum more difficult..,vl bcum difficult,27,6,1,0
3175,Havent still waitin as usual... ÌÏ come back sch oredi?,havent still waitin usual ìï come back sch oredi,55,12,1,0
3176,In meeting da. I will call you,meet da call,30,8,2,0
3177,K k :-):-) then watch some films.,k k watch film,33,13,1,0
3178,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,cinema plu drink appeal tomo fr thriller director like mac 830,92,22,2,0
3179,There the size of elephant tablets & u shove um up ur ass!!,size eleph tablet u shove um ur ass,59,15,2,0
3180,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",mani peopl seem special first sight remain special till last sight maintain till life end take cr da,160,34,2,0
3181,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",parent kidz friend n colleagu scream surpris wait sofa nake,130,32,5,0
3182,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. ,dunno juz askin co got card got 20 4 salon call hair sens tot s da one ì cut ur hair,112,31,1,0
3183,Good morning pookie pie! Lol hope I didn't wake u up,good morn pooki pie lol hope nt wake u,52,13,2,0
3184,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,mayb woke fuck 3 would nt problem,65,15,1,0
3185,Happy birthday to you....dear.with lots of love.rakhesh NRI,happi birthday dearwith lot loverakhesh nri,59,10,1,0
3187,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",2nd time tri 2 contact u u 750 pound prize 2 claim easi call 08712101358 10p per min btnationalr,153,34,4,1
3188,X2  &lt;#&gt; . Are you going to get that,x2 lt gt go get,41,15,2,0
3189,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning,hi neva worri bout da truth coz truth lead 2 ur heart itåõ least uniqu person like u deserv sleep tight morn,137,30,3,0
3190,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,ur award citi break could win summer shop spree everi wk txt store 88039skilgmetscs087147403231winawk,148,22,2,1
3191,Is ur paper today in e morn or aft?,ur paper today e morn aft,35,10,1,0
3192,I will lick up every drop :) are you ready to use your mouth as well?,lick everi drop readi use mouth well,69,18,1,0
3193,And you! Will expect you whenever you text! Hope all goes well tomo ,expect whenev text hope goe well tomo,68,15,3,0
3194,Great. P diddy is my neighbor and comes for toothpaste every morning,great p diddi neighbor come toothpast everi morn,68,13,2,0
3195,"I av a new number,  . Wil u only use this one,ta.",av new number wil u use one ta,49,16,2,0
3196,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,poke man everyday teach canada abi say hi,96,23,3,0
3197,7 lor... Change 2 suntec... Wat time u coming?,7 lor chang 2 suntec wat time u come,46,12,1,0
3198,No de.am seeing in online shop so that i asked.,deam see onlin shop ask,47,11,1,0
3199,Just curious because my cuz asked what I was up to,curiou cuz ask,50,11,1,0
3201,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,okay lor wah like def wont let us go haha say term condit,110,26,1,0
3202,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,haha yup hope lose kg mon hip hop go orchard weigh,97,22,2,0
3203,She's good. How are you. Where r u working now,s good r u work,46,13,3,0
3204,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",oh ye ve littl weather ve kind coccoon home,90,22,1,0
3205,At home also.,home also,13,4,1,0
3206,This phone has the weirdest auto correct.,phone weirdest auto correct,41,8,1,0
3207,Oops my phone died and I didn't even know. Yeah I like it better.,oop phone die nt even know yeah like better,65,17,2,0
3208,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,havent mu ask u 1st wat meet 4 lunch den u n meet alreadi lor u wan 2 go ask da ge 1st confirm w asap,134,37,3,0
3209,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife,145,43,3,0
3210,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",oh yeah hav great time newquaysend postcard 1 look girl im gone u know 1im talkin bout xx,131,33,2,0
3211,We got a divorce. Lol. She.s here,got divorc lol she,33,9,3,0
3212,What's ur pin?,s ur pin,14,5,1,0
3213,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",babe got enough money pick bread milk ll give back get home,105,26,2,0
3214,I want snow. It's just freezing and windy.,want snow s freez windi,42,11,2,0
3215,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,urgent tri contact u today draw show prize guarante call 09066358361 land line claim y87 valid 12hr,159,32,5,1
3216,Come to mahal bus stop.. &lt;DECIMAL&gt;,come mahal bu stop lt decim gt,40,13,1,0
3217,Don know:)this week i'm going to tirunelvai da.,know week m go tirunelvai da,47,13,1,0
3218,Me too baby! I promise to treat you well! I bet you will take good care of me...,babi promis treat well bet take good care,80,21,3,0
3219,Its like that hotel dusk game i think. You solve puzzles in a area thing,like hotel dusk game think solv puzzl area thing,72,16,2,0
3220,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",thank rington order refer number x29 mobil charg 450 tone arriv pleas call custom servic 09065989180,157,27,3,1
3221,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",hi love goe day fuck morn woke drop cell way stair seem alright phew miss,150,38,3,0
3222,Well that must be a pain to catch,well must pain catch,33,8,1,0
3223,Sorry da thangam.it's my mistake.,sorri da thangamit s mistak,33,7,1,0
3224,I need... Coz i never go before ,need coz never go,32,8,1,0
3225,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",rose red red blood blood heart heart u u send ti ur friend includ u like u get back 1u r poor relat 2u need 1 support 3u r frnd 2 mani 4some1 luv u 5 some1 pray god marri u tri,281,75,7,0
3228,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cashbal current 500 pound maxim ur cashin send collect 83600 150pmsg cc 08718720201 po box 11414 tcrw1,142,26,2,1
3229,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",feel like dick keep sleep text facebook messag sup town,102,22,2,0
3230,No plm i will come da. On the way.,plm come da way,34,11,2,0
3231,Guess he wants alone time. We could just show up and watch when they do..,guess want alon time could show watch,73,17,2,0
3232,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),height recycl read twice peopl spend time earn money money spent spend time good morn keep smile,149,33,2,0
3233,Yup Ì_ not comin :-(,yup ì comin,20,7,1,0
3234,"Yes, princess. Toledo.",ye princess toledo,22,6,2,0
3235,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",aight text re back mu ll swing need somebodi get door,92,23,1,0
3236,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ron say fri leh n said ding tai feng cant make reserv said wait lor,86,21,3,0
3237,Good. No swimsuit allowed :),good swimsuit allow,28,7,2,0
3238,Am okay. Will soon be over. All the best,okay soon best,40,11,3,0
3239,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,cute thought friendship it necessari share everi secret ur close frnd,90,17,1,0
3240,Ok i've sent u da latest version of da project.,ok ve sent u da latest version da project,47,12,1,0
3242,Pls accept me for one day. Or am begging you change the number.,pl accept one day beg chang number,63,15,2,0
3243,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,squeeeeez christma hug u lik frndshp den hug back u get 3 u r cute 6 u r luvd 9 u r lucki none peopl hate u,147,46,5,0
3244,"Its ok, if anybody asks abt me, u tel them..:-P",ok anybodi ask abt u tel p,47,15,1,0
3245,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",funni fact nobodi teach volcano 2 erupt tsunami 2 aris hurrican 2 sway aroundn 1 teach hw 2 choos wife natur disast happen,151,28,1,0
3246,* You gonna ring this weekend or wot?,gon na ring weekend wot,37,10,1,0
3247,Also track down any lighters you can find,also track lighter find,41,8,1,0
3249,"Babe, I need your advice",babe need advic,24,6,1,0
3250,"I‰Û÷ll leave around four, ok?",leav around four ok,29,7,1,0
3251,Come to medical college at 7pm ......forward it da,come medic colleg 7pm forward da,50,10,1,0
3252,K:)k..its good:)when are you going?,k k good go,35,14,1,0
3253,I can make lasagna for you... vodka...,make lasagna vodka,38,9,1,0
3254,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,hi kate u give ring asap xxx,41,11,1,0
3255,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,peopl tour thought sofa thing sent curiou sugar,118,26,4,0
3256,"No, but you told me you were going, before you got drunk!",told go got drunk,57,15,1,0
3257,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,fuck chicken messag would late woould buzz nt hear word,115,26,2,0
3258,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",congratul thank good friend u xma prize 2 claim easi call 08718726978 10p per minut btnationalr,157,31,5,1
3259,I'm always looking for an excuse to be in the city.,m alway look excus citi,51,13,1,0
3260,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,yup m still coffe wif fren fren drove ll give lift,82,20,1,0
3261,O shore are you takin the bus,shore takin bu,29,7,1,0
3262,So u gonna get deus ex?,u gon na get deu ex,23,8,1,0
3263,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,send email mind lt gt time per night,72,22,2,0
3264,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705,173,33,2,1
3265,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,tap spile seven pub ga st broad st canal ok,72,21,3,0
3266,Ok then i come n pick u at engin?,ok come n pick u engin,33,10,1,0
3267,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,never want tell m short onedg late,111,28,2,0
3268,Raviyog Peripherals bhayandar east,raviyog peripher bhayandar east,34,4,1,0
3269,K actually can you guys meet me at the sunoco on howard? It should be right on the way,k actual guy meet sunoco howard right way,86,20,2,0
3271,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",moon come color dream star make music sm give warm peac sleep good night,121,26,2,0
3272,Just finished eating. Got u a plate. NOT leftovers this time.,finish eat got u plate leftov time,61,14,3,0
3273,Thanx a lot...,thanx lot,14,4,1,0
3274,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,hurri home u big butt hang last caller u food done m starv nt ask cook,120,32,4,0
3275,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,lol right diet everyday cheat anyway m meant fatti,78,21,4,0
3276,Its a great day. Do have yourself a beautiful one.,great day beauti one,50,12,2,0
3277,What happened in interview?,happen interview,27,5,1,0
3279,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,badrith chennai sure pick us competit,79,20,1,0
3280,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,tot s group mate lucki havent repli wat time ì need leav,84,21,1,0
3281,Hey you around? I've got enough for a half + the ten I owe you,hey around ve got enough half ten owe,62,17,2,0
3282,Hey tmr maybe can meet you at yck,hey tmr mayb meet yck,33,8,1,0
3283,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,alrit sam nic checkin ur numberso tb,68,16,1,0
3284,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,make easi pay back lt gt yr say pay back earlier get,107,32,3,0
3285,Not to worry. I'm sure you'll get it.,worri m sure ll get,37,12,2,0
3286,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",ga station like block away hous ll drive right sinc armenia end swann take howard,132,29,1,0
3287,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",someon u know ask date servic 2 contact cant guess call 09058097189 reveal pobox 6 ls15hb 150p,139,29,4,1
3288,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,camera award sipix digit camera call 09061221066 fromm landlin deliveri within 28 day,105,19,3,1
3289,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,tuition 330 hm go 1120 1205 one mind,69,20,3,0
3290,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",m smoke peopl use wyli smoke much justifi ruin shit,85,18,1,0
3291,Dear good morning how you feeling dear,dear good morn feel dear,38,7,1,0
3292,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,littl med say take everi 8 hour s 5 pain back took anoth hope nt die,114,31,5,0
3293,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",beauti tomorrow never come come s alreadi today hunt beauti tomorrow nt wast wonder today goodmorn,151,30,3,0
3294,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,dunno lei ì decid lor abt leona oop tot ben go n msg,80,22,3,0
3295,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,hi move in2 pub would great 2 c u u cud come,80,23,3,0
3296,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,today voda number end 5226 select receiv 350 award hava match pleas call 08712300220 quot claim code 1131 standard rate app,157,29,2,1
3297,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,messag free welcom new improv sex dog club unsubscrib servic repli stop msg 150p 18,134,29,4,1
3299,Just do what ever is easier for you,ever easier,35,8,1,0
3300,RCT' THNQ Adrian for U text. Rgds Vatian,rct thnq adrian u text rgd vatian,40,10,2,1
3301,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,stop call everyon say might cancer throat hurt talk ca nt answer everyon call get one call m babysit monday,165,35,4,0
3302,"It'll be tough, but I'll do what I have to",ll tough ll,42,13,1,0
3303,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,im gonnamissu much would say il send u postcard butther abouta much chanc merememberin asther ofsi breakin contract luv yaxx,153,31,3,0
3304,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,ee msg na poortiyagi odalebeku hanumanji 7 name 1hanuman 2bajarangabali 3maruti 4pavanaputra 5sankatmochan 6ramaduth 7mahav ee 7 name lt gt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind 1 dodda problum nalli siguviri idu matra lt gt true nt neglet,320,61,2,0
3305,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,hi darlin finish 3 u 1 2 pick meet text back number luv kate xxx,93,25,2,0
3306,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",set place heart mind mind easili forget heart alway rememb wish happi valentin day,148,32,2,0
3307,But i'm surprised she still can guess right lor...,m surpris still guess right lor,50,11,1,0
3308,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,oki ì wan meet bishan co bishan m drive today,72,19,3,0
3310,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,hi darlin work u get troubl ijust talk mum morn realli good time last night im goin soon call u,158,37,3,0
3311,I know you are serving. I mean what are you doing now.,know serv mean,54,14,2,0
3312,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",huh hyde park mel ah opp got confus anyway tt s e best choic den juz take,113,30,2,0
3313,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,oh gei happend tron mayb ill dl 3d,70,19,3,0
3315,I know girls always safe and selfish know i got it pa. Thank you. good night.,know girl alway safe selfish know got pa thank good night,77,19,3,0
3316,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",worri hope photo shoot went well spif fun workag,72,16,2,0
3317,I'm freezing and craving ice. Fml,m freez crave ice fml,33,8,2,0
3318,Kay... Since we are out already ,kay sinc alreadi,32,7,2,0
3319,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,eh sorri leh din c ur msg sad alreadi lar watch tv u still offic,91,25,5,0
3320,Yo im right by yo work,yo im right yo work,22,6,1,0
3321,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ok darlin supos ok worri muchi film stuff mate babysit call therexx,148,33,2,0
3323,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,wake sinc check stuff saw true avail space pl call embassi send mail,126,29,3,0
3324,Nope... Juz off from work...,nope juz work,28,7,1,0
3325,Huh so fast... Dat means u havent finished painting?,huh fast dat mean u havent finish paint,52,11,1,0
3326, what number do u live at? Is it 11?,number u live 11,36,11,2,0
3327,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",put parti 7 day week studi lightli think need draw custom checkbox know re hardcor,126,28,1,0
3328,Sac will score big hundred.he is set batsman:-),sac score big hundredh set batsman,47,11,1,0
3329,Send me yetty's number pls.,send yetti s number pl,27,7,1,0
3330,How much it will cost approx . Per month.,much cost approx per month,41,10,2,0
3331,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,ok theori test ì go book think s 21 may coz thought wan na go jiayin isnt free,129,34,6,0
3332,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",contact date servic someon know find call land line 09050000928 pobox45w2tg150p,140,28,3,1
3333,"That's fine, have him give me a call if he knows what he wants or has any questions",s fine give call know want question,83,20,1,0
3334,"Sorry, got a late start, we're on the way",sorri got late start re way,41,12,1,0
3335,Then u go back urself lor...,u go back urself lor,28,7,1,0
3336,I AM AT THE GAS STATION. GO THERE.,ga station go,34,10,2,0
3337,"K, if u bored up just come to my home..",k u bore come home,39,12,1,0
3338,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,babe love cover face kiss,54,19,5,0
3339,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",like made throw smoke friend s car one time awesom,90,21,1,0
3340,Still i have not checked it da. . .,still check da,35,10,3,0
3341,You will go to walmart. I.ll stay.,go walmart ill stay,34,9,2,0
3342,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",nt forgotten might coupl buck send tomorrow k love ya,91,23,2,0
3343,Oh great. I.ll disturb him more so that we can talk.,oh great ill disturb talk,52,13,2,0
3344,Reverse is cheating. That is not mathematics.,revers cheat mathemat,45,9,2,0
3345,U're welcome... Caught u using broken english again...,u re welcom caught u use broken english,54,11,2,0
3346,No problem baby. Is this is a good time to talk? I called and left a message.,problem babi good time talk call left messag,77,20,3,0
3348,Oh is it! Which brand?,oh brand,22,7,2,0
3349,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,sorri cant take call right happen r 2waxsto wat want come ill get medic insur ll abl deliv basic care m current shop right medic insur give til friday morn that ill see major person guid right insur,368,79,7,0
3350,At what time are you coming.,time come,28,7,1,0
3351,Call him and say you not coming today ok and tell them not to fool me like this ok,call say come today ok tell fool like ok,82,19,1,0
3352,I emailed yifeng my part oredi.. Can Ì_ get it fr him..,email yifeng part oredi ì get fr,55,14,1,0
3353,R u sure they'll understand that! Wine * good idea just had a slurp!,r u sure ll understand wine good idea slurp,68,17,2,0
3354,Minimum walk is 3miles a day.,minimum walk 3mile day,29,7,1,0
3355,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,ok problem get taxi c ing tomorrow tuesday tuesday think r go cinema,115,27,3,0
3356,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",brainless babi doll d vehicl sariyag drive madok barolla,67,16,1,0
3358,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,sorri miss call let s talk time m 07090201529,78,18,2,1
3359,Please attend the phone:),pleas attend phone,25,6,1,0
3360,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,hate call didnt accept even singl call mine even messag,104,24,3,0
3361,No messages on her phone. I'm holding it now,messag phone m hold,44,11,2,0
3362,Can... I'm free...,m free,18,6,2,0
3363,"Yo my trip got postponed, you still stocked up?",yo trip got postpon still stock,47,11,1,0
3365,I am waiting for your call sir.,wait call sir,31,8,1,0
3366,Hey what are you doing. Y no reply pa..,hey repli pa,39,11,2,0
3367,"Hey elaine, is today's meeting still on?",hey elain today s meet still,40,10,1,0
3368,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,sorri ve gone place ill tomorrow realli sorri,69,17,3,0
3369,Most of the tiime when i don't let you hug me it's so i don't break into tears.,tiim nt let hug s nt break tear,79,22,1,0
3370,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,tomorrow go theatr come wherev u call tell come tomorrow,117,29,7,0
3371,And now electricity just went out fml.,electr went fml,38,8,1,0
3372,"Looks like you found something to do other than smoke, great job!",look like found someth smoke great job,65,14,1,0
3373,Also andros ice etc etc,also andro ice etc etc,23,5,1,0
3374,:) ,,3,2,1,0
3375,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",good afternon love today hope good mayb interview wake miss babe passion kiss across sea,151,34,5,0
3376,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,yup wun believ wat u realli neva c e msg sent shuhui,58,16,3,0
3377,Hows that watch resizing,how watch resiz,24,4,1,0
3378,Dear umma she called me now :-),dear umma call,31,9,1,0
3379,Just finished. Missing you plenty,finish miss plenti,33,6,2,0
3380,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",complimentari 4 star ibiza holiday cash need urgent collect 09066364349 landlin lose box434sk38wp150ppm18,150,23,3,1
3381,"Well, I meant as opposed to my drunken night of before",well meant oppos drunken night,54,12,1,0
3382,K... Must book a not huh? so going for yoga basic on sunday?,k must book huh go yoga basic sunday,60,16,2,0
3383,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,free msg bill mobil number mistak shortcod 83332pleas call 08081263000 charg refundedthi call free bt landlin,160,27,1,1
3384,Ok can...,ok,9,3,1,0
3385,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",oop mum s somerset bit far back tomo see soon x,71,20,3,0
3386,So u workin overtime nigpun?,u workin overtim nigpun,28,6,1,0
3387,Same as kallis dismissial in 2nd test:-).,kalli dismissi 2nd test,41,11,1,0
3388,O. Guess they both got screwd,o guess got screwd,29,7,2,0
