clean_mail,num_characters,num_sentences,target
dunno lei might b eatin wif fren ì wan eat wait 4 ì lar,82,3,0
free entri weekli comp send word win 80086 18 c wwwtxttowincouk,100,2,1
u noe 2 send file 2 comput,46,1,0
mmmmm love wake word morn miss love hope day goe well happi wait us togeth,158,5,0
jay say ll put lt gt,32,1,0
come sec s somebodi want see,71,2,0
sun anti sleep medicin,34,1,0
s happen gotten job begun registr perman resid,104,2,0
yup ok,9,1,0
glad went well come 11 ll plenti time clair goe work,95,1,0
ok enjoy r u home,29,2,0
pl pl send mail know rel come deliv know cost risk benefit anyth els thank,155,3,0
like,24,1,0
s haf combin n c lor,41,1,0
monthli amount terribl pay anyth till 6month finish school,106,1,0
hmmm mani player select,32,1,0
said gon na snow start around 8 9 pm tonit predict inch accumul,112,2,0
dont send plu s mode,47,3,0
aiyo pleas ì got time meh,28,1,0
packag program well,30,1,0
sister belong 2 famili hope tomorrow pray 4 fate 4 shoranur train incid let hold hand togeth amp fuell love amp concern prior 2 grief amp pain pl join di chain amp pass stop violenc women,289,4,0
guy ask get slipper gone last year,80,1,0
compani goodenviron terrif food realli nice,70,1,0
text82228 get rington logo game wwwtxt82228com question info txt82228couk,101,2,1
honestli ve made love cup tea promptli drop key burnt finger get,122,1,0
yup studi surf lor m e lazi mode today,59,2,0
pleas sen kind advic pleas come tri,58,1,0
m done c ì,21,2,0
oh fine ll tonight,27,1,0
ìï give time walk,35,1,0
ll reach ard 20 min ok,31,1,0
freemsg award free mini digit camera repli snap collect prize quizclub opt stop 80122300pwk sp rwm ph08704050406,156,3,1
fuck babe happen come never came back,66,2,0
messag brought gmw ltd connect,70,1,1
friend want drive em someplac probabl take,65,1,0
also thk fast xy suggest one u dun wan s ok go 2 rain leh got gd,95,3,0
still get good,32,1,0
mayb pressi,23,1,0
yeah ll leav mayb 7ish,36,1,0
told dr appt next week think m gon na die told check noth worri nt listen,144,5,0
room need,30,2,0
dont want hear anyth,28,1,0
hey leav friday wait ask superior tell,83,3,0
ultim tor motiv tui achiev korli,40,1,0
5 2 work time,32,1,0
worri finish march ish,61,1,0
hous water dock boat roll newscast dabbl jazz flute behind wheel,116,1,0
congrat 2 mobil 3g videophon r call 09063458130 videochat wid ur mate play java game dload polyph music nolin rentl bx420 ip4 5we 150p,160,7,1
next amaz xxx picsfree1 video sent enjoy one vid enough 2day text back keyword picsfree1 get next video,153,2,1
that go ruin thesi,36,1,0
sch neva mind u eat 1st lor,36,1,0
hey what u sleep morn,37,2,0
erm thought contract ran the4th octob,54,2,0
dunno let go learn pilat,46,2,0
u subscrib best mobil content servic uk per ten day send stop 83435 helplin 08706091795,134,2,1
yup m elabor safeti aspect issu,65,1,0
3 free tarot text find love life tri 3 free text chanc 85555 16 3 free msg,131,5,1
goodmorn today late 1hr,37,1,0
hi happi birthday hi hi hi hi hi hi hi,39,2,0
outsid offic take,44,1,0
nt respond imma assum re still asleep imma start call n shit,82,1,0
aight see bit,23,1,0
superior tell friday leav depart except leav way call wahe fathima hr conform,155,1,0
join uk s horniest dog servic u sex 2nite sign follow instruct txt entri 69888 nytec2a3lpmsg 150p,153,4,1
lol take member said aunt flow nt visit 6 month s caus develop ovarian cyst bc way shrink,153,4,0
still work go small hous,44,1,0
friend got say s up order gram s got lt gt get,117,1,0
tmr timin still da wat co got lesson 6,55,1,0
thing ape u fight death keep someth minut u let go that,126,1,0
m gon na abl late notic ll home week anyway plan,109,4,0
got fujitsu ibm hp toshiba got lot model say,65,1,0
oki thanx,16,1,0
gosh pain spose better come,50,2,0
usual iam fine happi amp well,46,1,0
oki,4,1,0
gon na get rimac access,35,1,0
im arestaur eat squid 1030 wan na dosometh late,99,2,0
call time job today ok umma ask speed,57,1,0
hello ucal wen u finish wrki fanci meetin wiv u tonit need break dabook 4 hr last nite2 today wrk,136,2,0
r u sam p eachoth meet go 2 hous,56,2,0
yeah lol luckili nt star role like,62,3,0
hello madam,25,1,0
awesom text re restock,38,1,0
knock knock txt whose 80082 enter r weekli draw 4 gift voucher 4 store yr choic cs wwwtklscom age16,156,2,1
ye s innoc fun,32,3,0
thank send mental abil question,49,1,0
sir hope day go smoothli realli hope wont bother bill ca nt settl month extra cash know challeng time also let know,243,5,0
2marrow wed lt gt 2 aha,42,2,0
went ur hon lab one,41,1,0
hey pple 700 900 5 night excel locat wif breakfast hamper,81,2,0
forward 21870000 hi mailbox messag sm alert 40 match pleas call back 09056242159 retriev messag match cc100pmin,173,3,1
come,9,1,0
lol nah nt bad thank good b home quit realiti check how ur day u anyth websit,136,5,0
ok lor,9,1,0
m come home 4 dinner,25,1,0
da al r lt gt,27,1,0
free ring tone text poli 87131 everi week get new tone 0870737910216yr,109,3,1
unni thank dear recharg rakhesh,45,1,0
know m lack particular dramastorm s detail part m worri,115,1,0
haha cant tmr forfeit haha,65,2,0
hey glad u r better hear u treat urself digi cam good r 9pm fab new year c u coupla wk,139,5,0
way m go back,28,1,0
urgent mobil 077xxx bonu caller prize 020603 2nd attempt reach call 09066362206 asap box97n7qp 150ppm,154,5,1
cal sir meet,30,2,0
s love hear v see sundayish,53,1,0
sorri da thangam sorri held prasad,59,1,0
tiwari rcbbattl bang kochi,44,1,0
thank god bed,26,1,0
nt cancer mom make big deal regular checkup aka pap smear,85,2,0
gobi art colleg,23,1,0
want talk,27,1,0
pandi join 4w technolog todayh got job,47,1,0
guarante latest nokia phone 40gb ipod mp3 player prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18,147,3,1
tri get lost fact tee hee,49,3,0
friend use call,32,1,0
em olowoyey uscedu great time argentina sad secretari everyth bless,107,2,0
s taxt massag tiepo argh ok lool,46,2,0
hi pleas get lt gt dollar loan ill pay back mid februari pl,96,3,0
might want pull case plan spend nt much confid derek taylor s money manag,157,1,0
like shake booti danc floor,50,1,0
text get nt call phone problem,63,1,0
need drug anymor,29,1,0
sorri da thought call lot time lil busyi call noon,87,1,0
sarcasm nt scarcasim,27,1,0
great run ttyl,33,2,0
feel like tri kadeem v,33,2,0
dai lt gt naal eruku,27,1,0
yet chikku wat abt u,26,1,0
want final lunch today,33,1,0
know dad back,34,1,0
hello darl today would love chat dont tell look like sexi,130,2,1
8007 free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate wwwgetzedcouk pobox 36504 w4 5wq norm 150ptone 16,165,2,1
remain bro amongst bro,29,1,0
r u meet da ge nite tmr,30,1,0
nice day impress sensibl went home earli feel fine bore s ca nt rememb,140,3,0
de look good,34,2,0
wan na get laid 2nite want real dog locat sent direct ur mobil join uk s largest dog network txt park 69696 nyt ec2a 3lp,163,7,1
tri contact respons offer new nokia fone camcord hit repli call 08000930705 deliveri,130,1,1
ye repli mail m go manag offic later plu bank later alsoor wednesday,117,4,0
s cool ll come like lt gt ish,45,1,0
super msg da nalla time,27,1,0
good afternoon boytoy feel today better hope good boy obedi slave pleas queen,153,5,0
6 ft good combin,41,1,0
m sick m needi want pout stomp feet pout stomp feet want slave want,136,12,0
train back northampton m afraid,56,1,0
abj serv stay dad alon,64,2,0
playng 9 door game gt race phone lol,50,1,0
new tone week includ 1 mcflyall ab 2 sara jorgeshock 3 smithswitch order follow instruct next messag,136,1,1
m da bu go home,27,1,0
got call landlin number ask come anna nagar go afternoon,106,7,0
m okay chase dream s good next,66,4,0
yupz ve oredi book slot 4 weekend liao,54,2,0
urgent tri contact u today draw show prize guarante call 09050003091 land line claim c52 valid 12hr,158,5,1
r mani model soni ericson also der lt gt luk good bt forgot modl,88,1,0
ye know cheesi song frosti snowman,54,1,0
ya ok vikki vl c witin lt gt min il repli u,56,1,0
sport fan get latest sport news str 2 ur mobil 1 wk free plu free tone txt sport 8007 wwwgetzedcouk 0870141701216 norm 4txt120p,153,1,1
hey tmr meet bugi 930,27,1,0
urgent urgent 800 free flight europ give away call b4 10th sept take friend 4 free call claim 09050000555 ba128nnfwfly150ppm,158,4,1
nice new shirt thing wear nudist theme mu,95,1,0
hey sexi bun day word morn ym think,95,4,0
whenev see still hook,52,1,0
nope m go home go pump petrol lor like go 2 rain soon,80,1,0
use foreign stamp whatev send,63,1,0
88066 lost help,25,1,1
oh babi hous come dont new pictur facebook,73,2,0
feb lt gt i love u day send di ur valu frnd evn 3 come back u ll gt marri person u luv u ignor di u lose ur luv 4 evr,169,4,0
hiya sorri nt hav signal nt seen heard neither unusu ll put case get sort hug snog,169,4,0
omw back tampa west palm hear happen,57,1,0
yup alreadi thanx 4 print n hand,56,1,0
freemsg fanci flirt repli date join uk fastest grow mobil date servic msg rcvd 25p optout txt stop 83021 repli date,156,4,1
mean come chase state watch mani movi want,113,1,0
took tablet reaction morn,50,2,0
great new offer doubl min doubl txt best orang tariff get latest camera phone 4 free call mobileupd8 free 08000839402 2stoptxt cs,160,3,1
nah m perpetu dd,23,1,0
sorri de went shop,24,1,0
hope enjoy new content text stop 61610 unsubscrib help08712400602450p provid tones2youcouk,118,3,1
hey still want go yogasana coz end cine go bath hav steam bath,101,2,0
nope m drivin neva develop da photo lei,54,2,0
think go reg pract lesson flung advanc haha wat time u go,96,1,0
cool lt gt inch long hope like big,59,3,0
housemaid murder coz man murder lt gt th januari public holiday govtinstituit close includ post offic understand,166,1,0
oki thanx,14,1,0
go n buy juz buy get lar,46,2,0
m work technic support voic process,46,1,0
s justbeen overa week sinc broke alreadi brain go mush,84,1,0
tund wish great day abiola,71,3,0
nope c ì,20,1,0
ll medic mission nigeria,44,2,0
movi laptop,46,1,0
urgent pleas call 09066612661 landlin cash luxuri 4 canari island holiday await collect cs sae award 20m12aq 150ppm 16,154,6,1
urgent pleas call 09066612661 landlin complimentari 4 lux costa del sol holiday cash await collect ppm 150 sae cs jame 28 eh74rr,166,3,1
havent lei next mon,28,1,0
mm feel sleepi today shall get dear,53,2,0
dare stupid wont tell anyth hear wont talk,82,3,0
ì noe ben go,26,1,0
mag meet avo point,48,1,0
meant middl left right,29,1,0
realli crash cuddl sofa,41,2,0
hi chachi tri call u unabl reach u pl give miss cal u c tiz msg kanagu,99,1,0
sent price mean lt gt g,55,1,0
noth,15,2,0
work ring u thing whole hous scream brat pull hair love u,119,2,0
famili respond anyth room went home diwali one call come make feel like die,154,3,0
tick tick tick babe,25,1,0
r ì go 4 today s meet,29,1,0
k da mani page want,29,1,0
ya nowonion roast,28,1,0
send number give repli tomorrow morn said like ok,89,1,0
said problem let know,56,4,0
ok tell half hr b4 u come need 2 prepar,53,1,0
play w comput aiyah tok 2 u lor,37,2,0
sat right okay thank,26,2,0
derp wors dude alway want parti dude file complaint three drug abus live,129,2,0
ok chines food way get fat re pay lipo,69,2,0
r outsid alreadi,21,1,0
good trip watch rememb get back must decid easter,89,3,0
yo watch movi netflix,37,1,0
time prob 3,39,2,0
meh thgt clash realli ah dun mind dun seen lost weight gee,102,3,0
arr birthday today wish get oscar,50,1,0
open rebtel firefox load put plu sign user name place show two number lower number number pick number pin display okay,200,4,0
pick variou point,41,1,0
marri local women look discreet action 5 real match instantli phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,155,3,1
wow v v impress fun shop,38,2,0
way ur home,26,1,0
burger king wan na play footi top stadium get 2 burger king 1st sept go larg super cocacola walk winner,141,2,1
problem talk later,29,2,0
ur si,16,1,0
still custom place,23,1,0
come take littl time child afraid dark becom teenag want stay night,124,1,1
dude u knw also telugu tht gud k gud nyt,46,1,0
confirm eat esplanad,31,1,0
send id password,28,1,0
kind took garag centr part exhaust need replac part order n take fix tomo morn,118,4,0
ur chanc win cash everi wk txt action 80608 s c s wwwmovietriviatv custcar 08712405022 1x150pwk,124,2,1
well might come,29,1,0
long quit get like 5 minut day,63,2,0
like call mittelschmertz googl dont paracetamol dont worri go,106,3,0
well right m gon na get check today s steam salespe text want come get,121,1,0
arriv see coupl day lt 3,44,1,0
k wat tht incid,22,1,0
yeah get unlimit,22,1,0
cthen thk shd b enuff still got conclus n content pg n refer ll b da content pg n cover pg,116,3,0
forgot take 3 year shower sorri atyour phone dead yet,78,2,0
ìï got wat buy tell us ì need come,59,1,0
big god bring success,43,1,0
bin award play 4 instant cash call 08715203028 claim everi 9th player win min optout 08718727870,131,4,1
r stayin extra week back next wed rugbi weekend hi c u soon x000dham,130,2,0
campu librari,45,2,0
affidavit say lt gt e twigg st divis g courtroom lt gt lt time gt ll doubl check text tomorrow,142,2,0
creep,32,2,0
get ten billion call text help god,79,1,0
ve told ve return order,63,2,0
housemaid murder coz man murder lt gt th januari public holiday govtinstituit close includ post offic,155,1,0
depend u go lor,29,1,0
smile right go world wonder smile think crazi keep away grin,145,1,0
freemsg fav xma tone repli real,33,1,1
lil fever fine,22,1,0
think s still car,32,1,0
,10,1,0
decemb mobil 11mth entitl updat latest colour camera mobil free call mobil updat co free 08002986906,158,4,1
ye princess want catch big strong hand,61,2,0
oh yeah forgot u take 2 shop,57,2,0
mm ask call radio,36,1,0
thinkin someon good drug,52,2,0
enjoy shower possess pour u ur love one bcoz world lie golden gift love truli,133,1,0
alright re sure let know re leav,55,1,0
last much 2 hour might get lucki,57,2,0
geniu s brother pl send number skype,68,3,0
gr8 poli tone 4 mob direct 2u rpli poli titl 8007 eg poli breathe1 titl crazyin sleepingwith finest ymca getzedcouk pobox365o4w45wq 300p,160,1,1
thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b abl join,123,1,0
nt forget own s privat properti good boy alway passion kiss,111,1,0
interflora åòit s late order interflora flower christma call 0800 505060 place order midnight tomorrow,137,1,1
oh god taken teeth pain,37,1,0
romcapspam everyon around respond well presenc sinc warm outgo bring real breath sunshin,152,2,1
u ask darren go n pick u lor oso sian tmr haf 2 meet lect,74,2,0
need buy lunch eat maggi mee,47,2,0
congratul thank good friend u xma prize 2 claim easi call 08712103738 10p per minut btnationalr,158,4,1
oh right ok ll make sure load work day got realli nasti cough today dri n shot realli help,149,3,0
send logo 2 ur lover 2 name join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p,160,3,1
thanx 4 send home,26,1,0
normal hot mail com see,35,2,0
ve tkt euro2004 cup final cash collect call 09058099801 b4190604 pobox 7876150ppm,111,1,1
u sick still go shop,29,1,0
ya well fine bbd pooja full pimpl even becom quit black ur rite cold wear sweatter,131,1,0
nicenicehow work,28,1,0
1 s reach home call,23,1,0
tri find chines food place around,52,1,0
easi mate guess quick drink bit ambiti,53,1,0
babe miiiiiiissssssssss need crave geeee m sad without babe love,131,10,0
ok thanx,11,1,0
tunji s queen wish great day abiola,88,4,0
today iz yellow rose day u love frndship give 1 misscal amp send ur frndz amp see mani miss call u get u get 6miss u marri ur lover,166,3,0
class hour sorri,42,2,0
wat time u finish ur lect today,32,1,0
freemessag jamster get crazi frog sound poli text mad1 real text mad2 88888 6 crazi sound 3 gbpweek 16onli c s appli,157,5,1
chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,151,1,1
s fine good hear dear happi new year oh,74,4,0
go wipro interview today,39,1,0
tall princess,26,1,0
doubt could handl 5 time per night case,57,1,0
haha hope ì hear receipt sound gd luck,54,1,0
gon na death m gon na leav note say rob fault aveng,94,3,0
japanes proverb one u none u must indian version one let none leav final kerala version one stop none make strike,276,4,0
today m workin free oso gee thgt u workin ur fren s shop,82,1,0
life face choic toss coin becoz settl question coin air u know heart hope gudni8,160,2,0
want kiss feel next,60,1,0
happi say,51,1,0
adult 18 content video shortli,52,1,1
ok would b love u r sure think wot u want drinkin dancin eatin cinema u wot,138,3,0
m say nt explicitli told nora know someon m probabl gon na bother,104,1,0
smith wast dai wan na gayl,29,1,0
mum ve sent mani mani messag sinc got want know actual get enjoy rest day,142,3,0
aight tomorrow around lt gt,40,1,0
chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,152,1,1
actual first time went bed long spoke woke 7 night,130,4,0
see,15,1,0
dont understand messag,31,1,0
crucifi c s told earlier,52,1,0
idk keep say re sinc move keep but head freedom vs respons m tire much shit deal m bare keep togeth get ad,234,4,0
fuck cedar key fuck come anyway tho,50,1,0
twenti past five said train durham alreadi coz reserv seat,103,1,0
hey boy want hot xxx pic sent direct 2 ur phone txt porn 69855 24hr free 50p per day stop text stopbcm sf wc1n3xx,140,4,1
u still paint ur wall,25,1,0
printer cool mean groovi wine groovi,49,3,0
hi harish s rent transfr ur acnt,47,1,0
anyth lor come,27,1,0
cbe realli good nowaday lot shop showroom citi shape good,77,1,0
ìï still attend da talk,28,1,0
prob hon u doinat mo,34,2,0
k ll take care,22,1,0
take nt phone callon friday assum wo nt year,95,2,0
batteri low babe,22,1,0
shuhui bought ron s present s swatch watch,54,1,0
yeah s quit bit left ll swing tomorrow get,67,1,0
babe said 2 hour s almost 4 internet,73,2,0
k ll sure get noon see s,56,1,0
k k yesterday cbe,32,1,0
went ganesh dress shop,25,1,0
pdatenow doubl min 1000 txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optout yhl,163,3,1
ìï collect ur laptop go configur da set izzit,66,1,0
aight 8 latest probabl closer 7 jay tyler two trip,121,2,0
come aftr lt decim gt clean hous,55,1,0
ur cashbal current 500 pound maxim ur cashin send cash 86688 150pmsg cc 08718720201 po box 11414 tcrw1,139,2,1
bill letter expect one orang bill may still say orang,126,2,0
tell pa pain de,27,1,0
hi darlin hope nice night wish come cant wait see love fran ps want dirti anal sex want 10 man gang bang,141,1,0
ha know either clever simpl thing pear day perfect christma,111,3,0
helloooo wake sweet morn welcom you enjoy day full joy gud mrng,125,2,0
alrit,6,1,0
must sit around wait summer day celebr magic sight world dress white oooooh let snow,142,3,0
urgent mobil number award prize guarante call 09058094454 land line claim 3030 valid 12hr,137,5,1
guy go see movi side,46,1,0
nt tell m think plu s go stop run,89,2,0
kindli send one flat lt decim gt today,64,1,0
sorri u unsubscrib yet mob offer packag min term 54 week pl resubmit request expiri repli themob help 4 info,148,4,1
noth lor bit bore dun u go home earli 2 sleep today,77,1,0
time tell friend around,47,1,0
ye fine love safe,42,4,0
thank chikku gud nyt,29,1,0
xy ur car u pick,37,1,0
thanx 4 time weåõv spent 2geva bin mint ur babi want u xxxx,86,2,0
yo way could pick someth tonight,47,1,0
ve sent send,33,2,0
fine simpli sit,23,1,0
tht god s gift bird human hav natur gift frm god,67,1,0
come day class,32,1,0
im done studyn librari,31,2,0
ok u enjoy ur show,25,1,0
anyth,11,1,0
wuld without babi thought alon mite break donåõt wan na go crazi everyboy need ladi xxxxxxxx,129,2,0
wat s dear sleep ah,33,2,0
hi test lt gt rd,30,1,0
2 student solv cat question xam 532 lt gt 924 lt gt 863 lt gt 725 tell answer u r brilliant 1thingi got answr,183,2,0
yo know anyon lt gt otherwis abl buy liquor guy flake right nt get hold somebodi 4 loko night,156,2,0
yup n fren lor m meet fren 730,47,2,0
yeah got one line us,32,1,0
stop wonder wow ever go stop tming tm whenev want mine laugh,137,2,0
lol yep yesterday alreadi got fireplac anoth icon sit,101,3,0
hey ve book pilat yoga lesson alreadi haha,59,1,0
ok happen behav like,43,1,0
1 new messag pleas call 08712400200,48,2,1
supervisor find 4 one lor thk student havent ask yet tell u aft ask,95,3,0
hello news job make wait fifth week yeah im woozl weasel exet still home 3,142,4,0
current messag await collect collect messag call 08718723815,100,2,1
hey babe sorri nt get sooner gari come fix caus think know nt go far ptbo say cost lt gt buck nt know might cheaper find someon nt second hand machin right let know want babe,327,4,0
make 3 4 fuck sake x,29,3,0
leav u alway ignor,36,2,0
nope ll b go 2 sch fri quit earli lor co my si got paper da morn,87,1,0
bruce b down amp fletcher,35,1,0
said would woke,62,2,0
hey free call,32,1,0
tell who pl,24,1,0
urgent mobil award bonu caller prize 27603 final attempt 2 contact u call 08714714011,120,4,1
think might give miss teach til twelv lectur two damn work thing,112,3,0
id check s like 1 bowl worth left,57,1,0
ye mani sweet,26,1,0
would m still cozi exhaust last nightnobodi went school work everyth close,110,3,0
buzzzz grin buzz ass buzz chest buzz cock keep phone vibrat feel shake,147,7,0
sir send group mail check,32,1,0
m da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt 7 n half page,151,1,0
none nowher ikno doesdiscount shitinnit,44,1,0
dont know jabo abi,30,1,0
ever notic re drive anyon go slower idiot everyon drive faster maniac,135,1,1
yet ya sapna aunti maneg yday hogidh chinnu full weak swalpa black agidhan,94,1,0
good babi,28,2,0
mostli sport type lyk footbl crckt,38,1,0
head dey swell oh thank make day,46,2,0
u make fb list,23,1,0
sari need tim bollox hurt lot tol,65,1,0
happi new year princess,24,1,0
ll text carlo let know hang,42,1,0
nt worri easi ingredi,45,1,0
love u 2 littl poci bell sorri love u,54,1,0
ok omw castor,26,1,0
yar lor keep rain non stop u wan 2 go elsewher,60,1,0
xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min 1000 txt orang call mobileupd8 08000839402 call2optout4qf2,159,4,1
u mean u almost done done wif sleep tot u go take nap yup send liao m pick ard 4 smth lor,141,3,0
tonight yeah d,35,2,0
eat fo lunch senor,32,1,0
said right giggl saw u would possibl first person2di nvq think much could,143,2,0
break time one come n get stuff fr ì,60,2,0
repli win weekli profession sport tiger wood play send stop 87239 end servic,107,3,1
m see ca nt see mayb reboot ym seen buzz,96,3,0
still grinder,30,1,0
1 polyphon tone 4 ur mob everi week txt pt2 87575 1st tone free get txtin tell ur friend 150ptone 16 repli hl 4info,147,6,1
ki didt see k,41,2,0
m list buyer,30,1,0
idea guess ll work hour re suppos leav sinc usual nobodi interest figur shit last second,157,1,0
mm entir sure understood text hey ho weekend,71,3,0
releas vday shirt u put make bottom half nake instead white underwear,112,1,0
know watch film comput,43,1,0
b4 thursday,14,1,0
oh phone phone disconnect,49,1,0
id onluy matter get offcampu,47,1,0
messag free welcom new improv sex dog club unsubscrib servic repli stop msg 150p 18onli,134,4,1
excel ll see riley s plan,42,1,0
ew one,23,1,0
also hi wesley ve,30,1,0
ah see lingo let know wot earth finish make,108,3,0
updatenow 12mth half price orang line rental 400min call mobileupd8 08000839402 call2optoutj5q,110,1,1
imagin life without see fast u search nt worri l m alway disturb u goodnoon,119,1,0
hm good morn headach anyon,37,2,0
yeah prob last night obvious catch speak soon,75,2,0
free unlimit hardcor porn direct 2 mobil txt porn 69200 get free access 24 hr chrgd 50p per day txt stop 2exit msg free,152,2,1
might go 2 sch yar e salon v bore,46,2,0
lt gt min stop somewher first,51,1,0
lt gt fast approach wish u happi new year happi sankranti happi republ day happi valentin day happi shivratri happi ugadi happi fool day happi may day happi independ day happi friendship mother father teacher children day amp happi birthday 4 u happi ganesh festiv happi dasara happi diwali happi christma lt gt good morn afternoon even night rememberi first wish u s raj,461,4,0
one joy lifei wake daywith thought somewheresomeon care enough tosend warm morn greet,127,1,0
nt get second half messag,44,1,0
wat time u wan 2 meet later,34,1,0
thank much selfless love plenti,72,2,0
film ill call later,30,1,0
dare chang ring,27,1,0
bad girl ladi,48,2,0
love ya tri budget money better babe gari would freak knew,90,2,0
part do nt initi nt understand,52,1,0
finish lunch alreadi u wake alreadi,47,2,0
still game,22,1,0
got tallent wast,41,1,0
record one night,37,2,0
also sir sent email log usc payment portal ill send anoth messag explain thing back home great weekend,173,3,0
gon na let know co come bak holiday day come dont4get2text number,95,3,0
jokin lar depend phone father get lor,69,1,0
aight lem know s,27,1,0
get readi lt gt inch pleasur,47,1,0
ok feel like john lennon,32,2,0
co darren say ì consid mah ask ì,48,1,0
bother trust answer pl,63,2,0
one day crab run sea shore wave came n clear footprint crab crab ask frnd r u clear beauti footprint wave repli fox follow ur footprint catch that clear frndsship never let u dwn gud nyt,295,3,0
aight time want come,39,1,0
slaaaaav must summon time nt wish come anymor,120,4,0
bill 3 that bad,43,1,0
let know chang next 6hr even appendix age rang howev imposs chill let know 6hr,169,4,0
hello yeah ve got bath need hair ll come m done yeah,101,1,0
s weather,32,1,0
ok much though h friday cant wait dunno wot hell im gon na anoth 3 week becom slob oh wait alreadi done,150,4,0
die e toot fring,40,1,0
lol nt know awesom phone could click delet right want,85,2,0
awesom question cute answer someon ask boy how ur life smile amp answer fine gudnit,135,5,0
pleas leav topic sorri tell,49,1,0
pl send correct name da,32,1,0
happen yo date,29,1,0
webpag avail,24,1,0
woke yeesh late nt fall asleep til lt gt,74,3,0
unsubscrib servic get ton sexi babe hunk straight phone go http gotbabescouk subscript,141,4,1
dear know lt gt th lt gt th birthday love gopalettan plan give small gift day like particip welcom pleas contact admin team detail,242,4,0
k k tomorrow onward start ah,40,1,0
u talk bout earli morn s almost noon,66,2,0
fine rememb,25,2,0
hi babe jordan r u im home abroad lone text back u wan na chat xxsp visionsmscom text stop stopcost 150p 08712400603,147,2,1
ok mani buy,26,1,0
sound good keep post,27,1,0
get brand new mobil phone agent mob plu load goodi info text mat 87021,121,3,1
ok april cant wait,23,3,0
boy best get yo ass quick,38,1,0
ay wana meet sat ì wkg sat,34,1,0
m wait till 2 bu pick,55,1,0
apart one told yesterday,46,1,0
ok lor buy wat,22,2,0
somebodi go andro steal ice,42,1,0
know didt msg recent,35,2,0
take us shop mark distract isaiahd,53,1,0
mum hope great day hope text meet well full life great day abiola,112,4,0
sens foot peni,39,1,0
okay thought expert,38,1,0
deep sigh miss realli surpris nt gone net cafe yet get nt miss,129,3,0
ss thinl role like sachinjust stand other hit,67,2,0
great trip india bring light everyon project everyon lucki see smile bye abiola,147,4,0
importantli discuss u,61,1,0
k k train process,38,1,0
ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat,82,2,0
da car park,15,1,0
wish hold tightli make see import much mean much need life,153,5,0
ask s anthoni dad bf,42,3,0
wnevr wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru import alwa gud eveb,155,4,0
go take bath ill place key window,52,1,0
lord ring return king store repli lotr 2 june 4 chanc 2 win lotr soundtrack cd stdtxtrate repli stop end txt,140,2,1
dear take care reach homelov u lot,54,2,0
staffsciencenusedusgphyhcmkteachingpc1323,49,1,0
emigr someth ok mayb 530 bit hope,67,2,0
olol print forum post guy exact prob fix gpu replac hope dont ignor,139,2,0
walk mom right stagwood pass right winterston left victor hill address lt gt,110,3,0
yo jp hungri like mofo,37,1,0
creepi crazi,40,1,0
ok din get ur msg,25,2,0
pathaya enketa maraikara pa,28,1,0
even friend priest call,48,1,0
u lousi run alreadi come back half dead hee,58,1,0
s said s bad dat e gal know u wat u,66,1,0
remind hr,26,1,0
hope would send messag rent due dont enough reserv complet gone loan need hope could balanc lt gt way could get till mid march hope pay back,297,6,0
hi happi new year dont mean intrud pl let know much tuition paid last semest much semest thank,148,4,0
hello hun ru way im good 2 date guy met walkabout far meet soon how everyon els,149,6,0
lol gon na last month cash left lt gt case collect week caus announc blog,154,3,0
good luck draw take place 28th feb 06 good luck remov send stop 87239 custom servic 08708034412,112,4,1
short cute good person,36,1,0
nt decid yet eh,35,1,0
wat time liao still got,31,1,0
ye watch footi worri re go blow phil nevil,70,1,0
wait 4 ì insid da car park,33,1,0
uncl abbey happi new year abiola,35,3,0
free call pa,23,1,0
r u say order slipper co pay return,76,1,0
stop know well,24,1,0
good even roger,41,3,0
small problem auction punj ask tiwari,48,1,0
tell tell one treat hi hi hi,59,2,0
1st wk free gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 poli nokia150p poly200p 16,139,4,1
u come 2 pick,19,1,0
that cool like photo sexi,51,3,0
would u fuckin believ didnt know thur pre book cancel need b sack,122,2,0
haha better late ever way could swing,53,1,0
ok finish 6,22,2,0
lookatm thank purchas video clip lookatm ve charg 35p think better send video mmsto 32323,156,4,1
ve bar b q store life twat orang dungere came ask want deck got first punch,155,4,0
messag food,25,2,0
ok go sleep hope meet,39,2,0
